#x_m,y_m,z_m
834.610601,-345.256840,24.105368
839.118659,-343.094169,24.109950
843.623793,-340.925396,24.116362
848.128927,-338.756622,24.122774
852.633013,-336.585700,24.131694
857.129490,-334.399245,24.149722
861.614239,-332.189104,24.167151
866.089762,-329.960272,24.177464
870.560523,-327.721793,24.184015
875.031284,-325.483315,24.190566
879.495599,-323.232172,24.195956
883.933535,-320.929811,24.198787
888.359796,-318.604935,24.200000
892.779982,-316.268360,24.200000
897.174992,-313.884824,24.200000
901.544344,-311.454857,24.202369
905.894351,-308.990299,24.206244
910.244337,-306.525703,24.210118
914.585877,-304.046906,24.215439
918.879284,-301.487465,24.229786
923.132820,-298.861135,24.245555
927.359642,-296.191861,24.262624
931.543891,-293.457952,24.277296
935.697212,-290.680553,24.291968
939.714019,-287.712398,24.297589
943.614499,-284.603738,24.307404
947.396958,-281.354750,24.326198
951.069707,-277.974540,24.361779
954.494122,-274.359701,24.380000
957.652558,-270.505678,24.380000
960.506112,-266.458312,24.380000
962.959679,-262.152818,24.391113
964.903058,-257.637620,24.400000
966.191891,-252.911077,24.400000
966.487536,-248.131302,24.401554
965.749869,-243.405230,24.414745
964.201125,-238.900429,24.429488
961.868473,-234.705613,24.464320
958.964830,-230.721598,24.480000
955.653839,-227.053772,24.490396
952.086876,-223.580272,24.500000
948.333914,-220.288581,24.500000
944.517373,-217.063505,24.500000
940.688180,-213.849495,24.500000
936.860143,-210.633863,24.500000
933.168552,-207.274877,24.500000
929.601138,-203.789298,24.500000
926.158341,-200.180271,24.500000
922.985052,-196.349700,24.496819
920.149418,-192.283309,24.489347
917.701007,-187.962469,24.476490
915.721083,-183.449761,24.460412
914.158083,-178.768183,24.444801
912.955902,-173.980848,24.454248
912.601459,-169.066496,24.462682
912.792302,-164.161649,24.444732
913.668890,-159.340084,24.433252
915.049243,-154.643152,24.425798
916.898222,-150.100347,24.422706
919.380935,-145.807018,24.414028
922.111188,-141.668976,24.409297
924.921794,-137.586409,24.404566
928.061234,-133.836167,24.393706
931.751002,-130.556473,24.383778
935.803075,-127.777972,24.351403
940.223357,-125.554848,24.321904
944.864492,-123.856948,24.320000
949.617329,-122.540352,24.316453
954.489792,-121.593030,24.300149
959.433079,-120.945130,24.294400
964.400144,-120.556763,24.274454
969.382882,-120.314112,24.248070
974.380252,-120.197247,24.226245
979.378467,-120.077372,24.206888
984.375518,-119.948472,24.189938
989.366291,-119.728059,24.183679
994.324342,-119.232712,24.175978
999.242415,-118.467162,24.171357
1004.097996,-117.416628,24.191309
1008.796568,-115.869757,24.203305
1013.416725,-114.094404,24.208005
1017.865267,-111.923011,24.217766
1022.087617,-109.308635,24.240531
1026.184939,-106.517723,24.275649
1029.990355,-103.336814,24.347592
1033.574389,-99.902753,24.440108
1037.116496,-96.424295,24.535200
1040.326625,-92.620035,24.680152
1043.222994,-88.575574,24.880161
1045.872388,-84.359235,25.110921
1048.249012,-79.989346,25.372192
1050.526446,-75.569233,25.651434
1052.387539,-70.966201,25.922812
1053.942632,-66.252523,26.213142
1055.086408,-61.432355,26.461150
1055.666606,-56.558260,26.670127
1055.167247,-51.878042,26.917854
1053.633321,-47.580006,27.094486
1050.626789,-44.160813,27.203907
1047.110403,-41.092012,27.268820
1044.019296,-37.450414,27.288447
1041.416572,-33.546672,27.232276
1039.563774,-29.365056,27.139041
1039.125909,-24.898154,26.948297
1039.519211,-20.137695,26.732131
1040.430018,-15.249811,26.539127
1041.417848,-10.377526,26.390445
1042.689852,-5.545096,26.254399
1044.019448,-0.728556,26.155651
1045.430042,4.065605,26.088616
1046.916747,8.836399,26.026268
1048.537725,13.564273,25.998687
1050.189088,18.280757,25.972362
1051.790105,23.011675,25.940000
1053.284304,27.778948,25.932741
1054.461237,32.603434,25.939663
1054.911611,37.448532,25.924702
1054.273212,42.130515,25.916725
1052.564991,46.469055,25.886583
1049.741581,50.244654,25.804509
1046.292260,53.447735,25.699993
1042.266863,56.203471,25.581860
1037.926257,58.554872,25.457998
1033.339197,60.432588,25.278690
1028.611363,61.967907,25.089032
1023.790306,63.199023,24.935362
1018.907475,64.182471,24.784314
1013.997947,65.047989,24.607363
1009.051912,65.688751,24.444905
1004.077912,66.114310,24.285797
999.093110,66.438803,24.155627
994.100820,66.659449,24.037591
989.106354,66.845369,23.933292
984.110669,67.014854,23.858085
979.113320,67.166735,23.822211
974.115955,67.316614,23.784258
969.118292,67.465740,23.766304
964.120609,67.616441,23.754961
959.122734,67.758591,23.761193
954.124934,67.902150,23.774998
949.127295,68.051882,23.794150
944.130005,68.211748,23.825462
939.132626,68.367474,23.865261
934.135203,68.520967,23.907690
929.137826,68.674959,23.953720
924.140383,68.829119,23.992515
919.142889,68.984359,24.019217
914.145404,69.139168,24.050376
909.147995,69.294733,24.090601
904.150623,69.451499,24.130971
