#x_m,y_m,z_m
239.461102,89.294427,24.577469
234.464177,89.468558,24.576027
229.467268,89.643462,24.565503
224.470344,89.817875,24.551656
219.473420,89.992288,24.537808
214.476329,90.161522,24.524208
209.478637,90.311553,24.518152
204.480582,90.450150,24.517371
199.482522,90.588593,24.516667
194.484380,90.723323,24.520306
189.486094,90.851879,24.528981
184.487826,90.980553,24.545804
179.489555,91.109196,24.563598
174.490704,91.212643,24.577180
169.491529,91.302477,24.583333
164.492294,91.389283,24.587467
159.493030,91.474655,24.590112
154.493810,91.562562,24.592757
149.494591,91.650520,24.595402
144.495472,91.743922,24.598047
139.496429,91.841449,24.600000
134.497405,91.940197,24.600000
129.498361,92.037800,24.600000
124.499299,92.134590,24.600000
119.500210,92.229806,24.600000
114.501095,92.323466,24.600000
109.501944,92.415101,24.600000
104.502803,92.507416,24.600000
99.503676,92.600548,24.600000
94.504509,92.691555,24.600000
89.505366,92.783887,24.600000
84.506222,92.876221,24.600000
79.507078,92.968587,24.600000
74.507935,93.060917,24.600000
69.508798,93.153688,24.600000
64.509652,93.245912,24.600000
59.510478,93.336501,24.600000
54.511304,93.426818,24.600000
49.512158,93.518717,24.600000
44.513016,93.610739,24.600000
39.513855,93.701817,24.600000
34.514731,93.795110,24.600000
29.515607,93.888403,24.600000
24.516484,93.981696,24.600000
19.517369,94.075481,24.600000
14.518354,94.174635,24.600000
9.519279,94.267905,24.600000
4.520203,94.359553,24.600000
-0.478733,94.462495,24.600000
-5.477682,94.564793,24.600000
-10.476630,94.667091,24.600000
-15.475653,94.765735,24.600000
-20.474731,94.861402,24.600000
-25.473891,94.952754,24.600000
-30.472961,95.048672,24.600000
-35.471809,95.154997,24.601962
-40.470612,95.263467,24.604388
-45.469415,95.371902,24.606815
-50.468072,95.485197,24.609241
-55.466302,95.612997,24.611667
-60.464152,95.752855,24.614094
-65.461034,95.923622,24.616520
-70.457719,96.100777,24.618946
-75.453096,96.311684,24.617947
-80.447799,96.537798,24.614317
-85.440999,96.789282,24.610688
-90.433350,97.055111,24.607059
-95.424701,97.336898,24.603429
-100.410892,97.696101,24.600000
-105.393463,98.100040,24.600000
-110.371494,98.567378,24.600000
-115.349487,99.035291,24.600000
-120.327481,99.503205,24.600000
-125.304802,99.977628,24.600000
-130.280345,100.469725,24.600000
-135.254925,100.972834,24.600000
-140.229645,101.474599,24.600000
-145.204595,101.974156,24.600000
-150.179585,102.473596,24.600000
-155.154415,102.974659,24.600000
-160.129244,103.475722,24.600000
-165.104177,103.975732,24.600000
-170.079545,104.471264,24.600000
-175.055833,104.957105,24.600000
-180.031699,105.447201,24.593207
-185.010101,105.909700,24.563912
-189.988638,106.370821,24.534618
-194.971070,106.786079,24.526128
-199.954791,107.184307,24.520414
-204.945600,107.458036,24.512257
-209.939648,107.673778,24.505703
-214.933579,107.778024,24.500000
-219.927868,107.757714,24.500000
-224.917041,107.577221,24.500000
-229.895476,107.199867,24.500000
-234.845813,106.593552,24.500000
-239.751094,105.726305,24.500000
-244.573946,104.576910,24.501130
-249.193623,102.839304,24.527387
-253.409273,100.423752,24.510645
-257.013095,97.305126,24.500037
-259.958200,93.570507,24.516670
-261.679756,89.220951,24.477589
-262.500437,84.602857,24.469757
-262.087509,79.857273,24.463327
-261.143880,75.161458,24.467644
-259.157980,70.724547,24.501320
-256.585164,66.562111,24.524674
-253.484280,62.733970,24.608279
-249.971590,59.247201,24.689162
-246.259547,55.955442,24.760090
-242.359372,52.848758,24.819206
-238.247087,50.042769,24.851270
-234.010522,47.412447,24.872574
-229.690346,44.910133,24.888727
-225.376874,42.393479,24.896366
-221.068727,39.861972,24.889215
-216.777008,37.300528,24.880861
-212.508873,34.701533,24.903821
-208.284391,32.028187,24.950518
-204.062104,29.350766,25.000125
-199.824162,26.699256,25.041006
-195.567682,24.077839,25.089919
-191.246510,21.574668,25.134011
-186.830045,19.250056,25.183999
-182.341041,17.068294,25.234815
-177.725176,15.195820,25.275682
-173.059661,13.456740,25.312844
-168.330149,11.930038,25.346564
-163.471961,10.924149,25.361239
-158.568683,10.102753,25.374517
-153.625384,9.437699,25.387364
-148.687156,9.311778,25.399837
-143.749472,9.849912,25.400000
-138.821707,10.435486,25.398453
-133.916628,11.250055,25.393544
-129.055432,12.327666,25.381659
-124.237169,13.599143,25.363250
-119.497574,15.166148,25.335539
-114.798445,16.848054,25.301049
-110.129393,18.610698,25.266583
-105.526553,20.557287,25.218002
-100.959296,22.586496,25.169501
-96.412911,24.662391,25.116197
-91.896116,26.803792,25.055196
-87.388600,28.966293,24.987578
-82.878082,31.122692,24.921485
-78.369934,33.283802,24.845109
-73.860986,35.442860,24.758240
-69.349217,37.596081,24.673579
-64.837189,39.748715,24.587526
-60.325072,41.901392,24.506673
-55.809304,44.046506,24.432035
-51.258892,46.108283,24.373983
-46.654059,48.043287,24.342336
-42.019733,49.905745,24.317657
-37.365605,51.719438,24.301854
-32.655641,53.384761,24.303302
-27.923059,54.975926,24.309416
-23.069550,56.138069,24.328240
-18.192801,57.224207,24.348584
-13.306496,58.269526,24.367066
-8.405932,59.253936,24.382770
-3.480163,60.076709,24.390142
1.462333,60.778236,24.395472
6.413969,61.409422,24.398186
11.377519,61.940778,24.400000
16.362124,62.310759,24.400000
21.350807,62.609046,24.400000
26.344121,62.804985,24.400000
31.338267,62.889823,24.400000
36.335070,62.882961,24.400000
41.331666,62.840992,24.400000
46.327506,62.724082,24.400000
51.322150,62.536704,24.400000
56.296879,62.125398,24.402526
61.259102,61.593409,24.409079
66.200154,60.860933,24.420774
71.087582,59.834467,24.437836
75.952791,58.705632,24.451977
80.818001,57.576796,24.466117
85.683211,56.447961,24.480257
90.521206,55.205867,24.494669
95.319600,53.817105,24.512337
100.051649,52.202754,24.536712
104.783697,50.588402,24.561086
109.515745,48.974051,24.585461
114.247793,47.359700,24.609835
118.952909,45.672027,24.638553
123.616544,43.874249,24.671261
128.275480,42.064452,24.703717
132.917150,40.213863,24.733991
137.510528,38.253090,24.763093
142.039943,36.157610,24.788740
146.555746,34.034481,24.814471
151.014950,31.798126,24.837720
155.436662,29.478888,24.860491
159.811219,27.059625,24.882089
164.153827,24.583905,24.897799
