#x_m,y_m,z_m,kappa
95.600000,-124.740000,721.480000,-0.000001
90.772992,-126.043480,721.455544,-0.000003
85.945984,-127.346960,721.431087,-0.000004
81.119231,-128.651528,721.415491,-0.000005
76.291820,-129.953780,721.407321,-0.000005
71.464058,-131.254756,721.400985,-0.000004
66.636860,-132.557878,721.400000,-0.000002
61.809882,-133.861821,721.400000,0.000002
56.982352,-135.163720,721.400000,0.000006
52.152655,-136.457507,721.400000,0.000011
47.322926,-137.751173,721.400000,0.000015
42.494729,-139.050554,721.400000,0.000019
37.668508,-140.357275,721.400000,0.000021
32.842738,-141.665662,721.400000,0.000021
28.016432,-142.972052,721.400000,0.000019
23.190126,-144.278443,721.400000,0.000016
18.364039,-145.585641,721.400000,0.000010
13.540716,-146.902996,721.400000,0.000004
8.716540,-148.217117,721.402439,-0.000002
3.891285,-149.527160,721.410694,-0.000008
-0.935260,-150.832419,721.426642,-0.000012
-5.761872,-152.137339,721.444317,-0.000015
-10.587774,-153.444876,721.456372,-0.000017
-15.413677,-154.752321,721.471169,-0.000017
-20.240662,-156.055597,721.505067,-0.000015
-25.067765,-157.358433,721.540595,-0.000013
-29.894869,-158.661268,721.576126,-0.000010
-34.722793,-159.960609,721.628578,-0.000007
-39.551409,-161.257286,721.683183,-0.000005
-44.380657,-162.551537,721.739519,-0.000003
-49.207408,-163.854573,721.803522,-0.000001
-54.032512,-165.163329,721.874418,0.000002
-58.855688,-166.478835,721.952269,0.000005
-63.679211,-167.792896,722.032285,0.000010
-68.503492,-169.103808,722.117324,0.000017
-73.330132,-170.404933,722.218591,0.000028
-78.158328,-171.699609,722.328765,0.000040
-82.986902,-172.991598,722.451088,0.000055
-87.815482,-174.283444,722.574469,0.000071
-92.642911,-175.577830,722.714989,0.000088
-97.468935,-176.876640,722.862409,0.000102
-102.291006,-178.188676,723.022644,0.000114
-107.113021,-179.500904,723.183061,0.000123
-111.933876,-180.816756,723.347308,0.000126
-116.753001,-182.137981,723.518627,0.000125
-121.567692,-183.472689,723.709400,0.000118
-126.381229,-184.810271,723.909494,0.000107
-131.194766,-186.147852,724.109588,0.000091
-136.007950,-187.485636,724.316198,0.000073
-140.819843,-188.824161,724.547233,0.000052
-145.630270,-190.167742,724.779703,0.000030
-150.440189,-191.513077,725.012672,0.000007
-155.250108,-192.858413,725.245641,-0.000017
-160.060244,-194.200945,725.488937,-0.000041
-164.870312,-195.539801,725.751879,-0.000065
-169.679717,-196.878675,726.026259,-0.000090
-174.488229,-198.216089,726.324646,-0.000115
-179.296743,-199.552539,726.627773,-0.000143
-184.106740,-200.878678,726.951396,-0.000173
-188.917069,-202.203273,727.276408,-0.000210
-193.728790,-203.521360,727.607485,-0.000255
-198.539801,-204.842740,727.935714,-0.000314
-203.350460,-206.164410,728.267412,-0.000392
-208.162245,-207.479366,728.608415,-0.000498
-212.979223,-208.768456,728.973370,-0.000641
-217.796679,-210.054209,729.344423,-0.000832
-222.614134,-211.339962,729.715476,-0.001083
-227.435013,-212.609556,730.095667,-0.001406
-232.258242,-213.869266,730.477715,-0.001812
-237.081470,-215.128975,730.859764,-0.002312
-241.906962,-216.381893,731.235759,-0.002913
-246.733471,-217.630433,731.613045,-0.003619
-251.575211,-218.805409,732.028022,-0.004428
-256.421086,-219.961038,732.448662,-0.005335
-261.296437,-220.967748,732.862021,-0.006327
-266.179540,-221.891104,733.280477,-0.007386
-271.083266,-222.669709,733.703422,-0.008488
-276.019768,-223.194348,734.125847,-0.009602
-280.958794,-223.487682,734.531168,-0.010693
