#x_m,y_m,z_m
303.939867,27.386339,14.200000
306.635611,23.175296,14.200000
309.337312,18.968084,14.200000
312.044494,14.764390,14.200000
314.749948,10.559589,14.200000
317.451257,6.352125,14.200000
320.150012,2.143018,14.200000
322.844664,-2.068713,14.200000
325.531575,-6.285390,14.200000
328.231223,-10.493874,14.200000
330.939275,-14.696951,14.200000
333.640195,-18.904671,14.200000
336.340706,-23.112659,14.200000
339.039554,-27.321714,14.200000
341.732748,-31.534393,14.200000
344.424744,-35.747839,14.200000
347.117259,-39.960952,14.200000
349.812052,-44.172611,14.200000
352.504736,-48.385614,14.200000
355.196348,-52.599303,14.200000
357.889470,-56.812031,14.200000
360.582689,-61.024696,14.200000
363.276084,-65.237249,14.200000
365.968725,-69.450285,14.200000
368.659256,-73.664670,14.200000
371.348944,-77.879592,14.200000
374.035742,-82.096348,14.200000
376.722872,-86.312891,14.200000
379.413023,-90.527517,14.200000
382.102968,-94.742275,14.200000
384.793633,-98.956572,14.200000
387.484962,-103.170447,14.200000
390.176010,-107.384500,14.200000
392.867064,-111.598550,14.200000
395.560214,-115.811262,14.200000
398.252933,-120.024249,14.200000
400.943929,-124.238333,14.200000
403.634287,-128.452823,14.200000
406.324057,-132.667689,14.200000
409.013827,-136.882555,14.200000
411.705609,-141.096137,14.200000
414.401751,-145.306929,14.200000
417.101543,-149.515382,14.200000
419.802085,-153.723354,14.200000
422.501366,-157.932135,14.200000
425.200040,-162.141306,14.200000
427.898715,-166.350477,14.200000
430.598047,-170.559220,14.202776
433.298668,-174.767109,14.211766
436.000531,-178.974197,14.221318
438.695041,-183.185988,14.234711
441.378046,-187.381384,14.231859
444.069786,-191.594951,14.240835
446.758490,-195.810465,14.247912
449.446676,-200.026317,14.252988
452.138894,-204.239607,14.251401
454.832233,-208.452182,14.249077
457.525595,-212.664742,14.246753
460.222070,-216.875277,14.238041
462.918154,-221.086056,14.227130
465.614540,-225.296633,14.217627
468.313775,-229.505308,14.228344
471.006289,-233.718319,14.243343
473.699482,-237.930935,14.253974
476.391956,-242.144010,14.265793
479.081566,-246.358739,14.272454
481.771774,-250.573148,14.278637
484.466658,-254.784599,14.296877
487.159289,-258.997618,14.300000
489.848274,-263.212985,14.300000
492.535655,-267.429378,14.300000
495.225518,-271.644184,14.300000
497.915308,-275.859034,14.300000
500.607402,-280.072401,14.300000
503.303410,-284.283256,14.300000
505.995017,-288.496934,14.300000
508.690107,-292.708373,14.300000
511.383083,-296.921177,14.300000
514.073751,-301.135462,14.300000
516.759655,-305.352783,14.300000
519.449280,-309.567721,14.300000
522.146072,-313.778063,14.300000
524.820828,-318.002359,14.300000
527.514410,-322.214751,14.300000
530.194396,-326.435452,14.295154
532.896858,-330.642039,14.280000
535.601925,-334.847068,14.282002
538.269351,-339.071349,14.292014
540.576378,-343.398732,14.265279
541.599142,-347.777545,14.284427
541.831797,-352.152864,14.300000
540.766812,-355.558633,14.300000
538.886537,-357.883924,14.300000
536.131657,-359.646859,14.300000
532.485470,-360.466344,14.300000
528.186617,-360.488868,14.300000
523.571090,-359.464833,14.280000
518.953282,-357.803639,14.280000
514.506763,-355.541604,14.243258
510.148272,-353.124670,14.232668
505.856071,-350.581090,14.214718
501.624006,-347.935711,14.206315
497.457548,-345.188798,14.200000
493.328977,-342.376039,14.200000
489.237862,-339.506043,14.200000
485.202985,-336.559818,14.200000
481.256750,-333.504158,14.200000
477.312294,-330.445979,14.200000
473.483811,-327.256855,14.200000
469.716673,-324.009707,14.200000
466.254025,-320.474272,14.200000
462.954493,-316.779918,14.200000
459.846490,-312.885653,14.200000
456.742679,-308.986735,14.200000
453.784120,-304.960487,14.200000
450.854919,-300.909488,14.200000
447.926600,-296.857864,14.200000
444.995301,-292.808356,14.200000
442.102821,-288.729947,14.200000
439.213080,-284.649591,14.202059
436.315437,-280.574920,14.213861
433.417120,-276.500735,14.226397
430.524987,-272.422165,14.240252
427.642662,-268.336665,14.254630
424.758012,-264.252794,14.266069
421.861025,-260.177624,14.274761
418.963170,-256.103053,14.279104
416.070350,-252.024916,14.279747
413.180074,-247.945012,14.273663
410.289441,-243.865376,14.267579
407.397789,-239.786448,14.268819
404.505045,-235.708283,14.263063
401.609396,-231.632178,14.257307
398.716232,-227.554298,14.249883
395.827142,-223.473530,14.242535
392.938636,-219.392348,14.240965
390.052293,-215.309653,14.241882
387.178115,-211.218457,14.258992
384.295870,-207.132973,14.288223
381.418388,-203.044206,14.329991
378.543292,-198.953787,14.373658
375.681136,-194.854319,14.420196
372.820390,-190.753867,14.466980
369.962635,-186.651496,14.522983
367.105670,-182.548856,14.590944
364.246173,-178.448043,14.657917
361.398052,-174.339471,14.742999
358.552140,-170.229328,14.827621
355.704474,-166.120210,14.900239
352.854434,-162.012707,14.971196
350.000814,-157.907554,15.034976
347.146552,-153.802961,15.104506
344.293497,-149.697907,15.192421
341.440764,-145.592578,15.277207
338.594098,-141.482636,15.341108
335.753646,-137.368650,15.416854
332.910384,-133.256492,15.486915
330.065894,-129.144975,15.541070
327.224141,-125.031250,15.570003
324.378054,-120.920538,15.606095
321.527090,-116.814678,15.692149
318.597457,-112.786923,15.746920
315.475930,-108.953052,15.783686
312.348148,-105.123538,15.815897
308.926073,-101.588070,15.845713
305.310110,-98.250763,15.863714
301.415114,-96.033288,15.875701
297.208836,-94.633249,15.883737
292.742374,-93.968596,15.876418
288.212245,-93.487084,15.863038
283.398391,-93.800081,15.846357
278.502528,-94.799980,15.840000
273.615043,-95.844704,15.839902
268.747724,-96.988488,15.821648
263.882880,-98.142518,15.787686
259.019113,-99.301007,15.750572
254.152645,-100.448541,15.740000
249.286123,-101.595981,15.736778
244.417868,-102.735961,15.731519
239.549815,-103.876745,15.718868
234.681945,-105.018178,15.698229
229.811757,-106.149576,15.677491
224.939250,-107.270897,15.661400
220.062560,-108.373996,15.651360
215.184258,-109.470040,15.641420
210.303956,-110.556746,15.618511
205.423422,-111.642227,15.591113
200.540880,-112.718241,15.545805
195.657666,-113.791771,15.507167
190.774440,-114.865080,15.464211
185.888556,-115.926221,15.422839
181.001866,-116.983453,15.376669
176.116003,-118.043971,15.320344
171.231015,-119.107636,15.250003
166.345411,-120.167375,15.164813
161.459602,-121.226019,15.078178
156.574721,-122.289795,15.000377
151.690360,-123.356228,14.925368
146.806649,-124.424973,14.844394
141.923849,-125.496750,14.753124
137.061806,-126.562534,14.607483
132.177332,-127.624283,14.508120
127.291843,-128.684487,14.426745
122.427736,-129.749195,14.329504
117.543525,-130.816921,14.271343
112.658626,-131.881544,14.214122
107.772941,-132.943438,14.169240
102.888482,-134.011574,14.137841
98.004023,-135.079709,14.106441
93.119857,-136.149234,14.080409
88.234393,-137.212922,14.064130
83.348719,-138.275697,14.051892
