#x_m,y_m,z_m
-46.127284,-57.671955,85.267389
-50.756505,-55.807244,85.546588
-55.430976,-54.065873,85.810776
-60.138543,-52.410536,86.060955
-64.861289,-50.806422,86.305677
-69.646489,-49.397368,86.526601
-74.496792,-48.214817,86.710618
-79.361831,-47.085688,86.887236
-84.242029,-46.016287,87.055883
-89.130470,-44.985894,87.222183
-94.023411,-43.982097,87.384452
-98.947039,-43.154962,87.518793
-103.886443,-42.410287,87.647185
-108.839302,-41.751296,87.756373
-113.799953,-41.141697,87.852698
-118.768124,-40.649867,87.936760
-123.756515,-40.411190,87.995481
-128.746342,-40.191970,88.052783
-133.743542,-40.080908,88.102437
-138.742214,-39.994465,88.150429
-143.738290,-39.984450,88.185011
-148.728452,-40.221446,88.172632
-153.718558,-40.496994,88.151434
-158.708665,-40.772541,88.130235
-163.695011,-41.114814,88.101292
-168.662737,-41.619408,88.054765
-173.606919,-42.285305,87.999492
-178.508629,-43.183214,87.943407
-183.393613,-44.200945,87.890587
-188.242589,-45.393850,87.832363
-193.072984,-46.650735,87.775956
-197.852980,-48.075954,87.725825
-202.531204,-49.831984,87.678792
-207.203480,-51.604271,87.631073
-211.867215,-53.399961,87.581655
-216.505717,-55.261447,87.528275
-221.111496,-57.200032,87.472357
-225.693967,-59.188057,87.411252
-230.251213,-61.229939,87.344713
-234.692733,-63.512350,87.276146
-239.072280,-65.916658,87.208659
-243.432057,-68.357602,87.141211
-247.764236,-70.847520,87.080057
-252.093768,-73.342162,87.019255
-256.384195,-75.904729,86.963723
-260.585266,-78.604711,86.916504
-264.695521,-81.441063,86.870903
-268.717595,-84.392950,86.822712
-272.614157,-87.509827,86.759978
-276.427104,-90.736698,86.687015
-280.183570,-94.026848,86.614869
-283.780479,-97.489238,86.546569
-287.327166,-101.002224,86.478540
-290.696952,-104.685599,86.413988
-293.970578,-108.459407,86.347969
-297.216638,-112.260129,86.281519
-300.408353,-116.103888,86.211573
-303.535926,-119.998996,86.131229
-306.566218,-123.974310,86.053364
-309.564559,-127.974520,85.983899
-312.538998,-131.992902,85.912268
-315.520251,-136.006289,85.844590
-318.504873,-140.017288,85.783053
-321.493596,-144.025231,85.721996
-324.493550,-148.024698,85.658087
-327.501247,-152.018327,85.593286
-330.510356,-156.010930,85.530470
-333.524482,-159.999847,85.473826
-336.543998,-163.984729,85.418979
-339.561391,-167.971191,85.362787
-342.580999,-171.955903,85.304470
-345.608780,-175.934331,85.243849
-348.652003,-179.900851,85.184233
-351.744290,-183.828569,85.125035
-354.843238,-187.751171,85.068647
-358.003756,-191.624397,85.012847
-361.195135,-195.472680,84.950799
-364.389657,-199.318486,84.888017
-367.591151,-203.158551,84.825362
-370.793741,-206.997678,84.759639
-374.004056,-210.830198,84.690458
-377.238853,-214.641932,84.619647
-380.481532,-218.447003,84.551155
-383.858253,-222.119140,84.475155
-387.462870,-225.567558,84.388091
-391.120935,-228.961250,84.300059
-394.822285,-232.277997,84.215126
-398.771459,-235.216539,84.127842
-403.067858,-237.624087,84.029039
-407.464565,-239.827354,83.935893
-412.239551,-241.155690,83.835070
-417.093732,-242.308507,83.728479
-421.947914,-243.461323,83.621889
-426.815879,-244.555605,83.513178
-431.718829,-245.506344,83.398013
-436.642984,-246.364629,83.277809
-441.569163,-247.211682,83.155420
-446.496080,-248.054930,83.037530
-451.424570,-248.889187,82.922059
-456.356117,-249.705421,82.808207
-461.287855,-250.520442,82.693996
-466.220793,-251.327395,82.573881
-471.157656,-252.109816,82.457193
-476.095383,-252.886717,82.340311
-481.035022,-253.651662,82.224636
-485.978097,-254.391760,82.105229
-490.933175,-255.036922,81.976266
-495.890056,-255.665350,81.843028
-500.860798,-256.137417,81.696932
-505.845258,-256.470930,81.541022
-510.831354,-256.729663,81.381232
-515.819482,-256.845368,81.216702
-520.807302,-256.864952,81.041629
-525.790806,-256.687332,80.854050
-530.761357,-256.258598,80.660504
-535.623290,-255.377691,80.500240
-540.400926,-254.061731,80.355878
-545.143942,-252.569626,80.216570
-549.841061,-250.917397,80.086311
-554.009631,-248.450941,80.018914
-557.872893,-245.515073,80.006025
-561.447906,-242.174320,80.027281
-564.492579,-238.293333,80.094392
-567.094043,-234.081151,80.177018
-569.195944,-229.566897,80.235012
-571.075180,-224.964976,80.271358
-572.678007,-220.263500,80.283698
-573.883354,-215.450194,80.277911
-574.854612,-210.555522,80.253509
-575.677545,-205.631769,80.230579
-576.293638,-200.672306,80.207803
-576.912821,-195.712138,80.176643
-577.498327,-190.747012,80.144622
-578.155171,-185.792596,80.117619
-578.941074,-180.858770,80.107396
-579.804849,-175.938511,80.100088
-580.764860,-171.033288,80.100000
-581.803525,-166.142714,80.100000
-582.856977,-161.255227,80.100000
-583.929182,-156.371564,80.100000
-584.998047,-151.487175,80.100000
-586.065916,-146.602557,80.100000
-587.125217,-141.716065,80.100000
-588.183229,-136.829290,80.100000
-589.244782,-131.943287,80.100000
-590.306081,-127.057241,80.102535
