# x_m,y_m,kappa_radpm
822.487380,28.217663,0.00007747
825.246346,24.051168,0.00008044
828.006988,19.885783,0.00008367
830.769374,15.721553,0.00008754
833.533582,11.558533,0.00009178
836.299693,7.396776,0.00009404
839.067737,3.236304,0.00008970
841.837607,-0.922949,0.00007480
844.608997,-5.081186,0.00005038
847.381423,-9.238729,0.00002338
850.154354,-13.395937,0.00000163
852.927347,-17.553105,-0.00001206
855.700111,-21.710431,-0.00002040
858.472457,-25.868036,-0.00002698
861.244242,-30.026016,-0.00003376
864.015309,-34.184471,-0.00004491
866.785408,-38.343571,-0.00006596
869.554163,-42.503571,-0.00007995
872.321494,-46.664528,-0.00002644
875.088617,-50.825606,0.00012808
877.858144,-54.985033,0.00021469
880.630418,-59.142741,-0.00020854
883.395294,-63.305967,-0.00159449
886.123869,-67.494172,-0.00399428
888.766739,-71.738307,-0.00699615
891.259731,-76.073836,-0.01014541
893.530369,-80.532411,-0.01336433
895.497963,-85.136528,-0.01693396
897.067161,-89.895599,-0.02117153
898.121217,-94.797734,-0.02615363
898.523901,-99.794813,-0.03154764
898.137827,-104.787187,-0.03657370
896.857967,-109.619675,-0.04040483
894.645062,-114.094871,-0.04283052
891.541655,-117.999717,-0.04406485
887.668301,-121.139944,-0.04376507
883.206996,-123.379678,-0.04116445
878.372393,-124.674466,-0.03644106
873.371167,-125.075204,-0.03096898
868.364965,-124.694948,-0.02607852
863.456652,-123.661979,-0.02217587
858.700311,-122.090671,-0.01891675
854.118163,-120.077708,-0.01585718
849.711808,-117.708637,-0.01286662
845.468260,-115.060707,-0.01012400
841.366141,-112.199813,-0.00796605
837.384080,-109.175263,-0.00671318
833.509028,-106.016234,-0.00643020
829.740064,-102.733195,-0.00675172
826.084726,-99.325803,-0.00702939
822.550093,-95.794023,-0.00678435
819.135418,-92.145622,-0.00603986
815.831617,-88.395724,-0.00517204
812.626280,-84.561041,-0.00448619
809.508514,-80.655032,-0.00401426
806.470235,-76.687134,-0.00365781
803.505287,-72.664254,-0.00337395
800.608901,-68.591789,-0.00317544
797.777766,-64.473782,-0.00304165
795.009595,-60.313273,-0.00291021
792.302099,-56.113056,-0.00274025
789.652260,-51.876216,-0.00254040
787.056405,-47.606080,-0.00233730
784.510636,-43.305908,-0.00214246
782.011075,-38.978732,-0.00195205
779.553848,-34.627393,-0.00176110
777.135010,-30.254610,-0.00156888
774.750531,-25.863006,-0.00137626
772.396315,-21.455114,-0.00118359
770.068214,-17.033381,-0.00099085
767.762038,-12.600180,-0.00079804
765.473561,-8.157822,-0.00060507
763.198526,-3.708569,-0.00041166
760.932648,0.745352,-0.00021758
758.671611,5.201731,-0.00002285
756.411083,9.658368,0.00017215
754.146721,14.113060,0.00036704
751.874193,18.563593,0.00056164
749.589183,23.007734,0.00075590
747.287401,27.443216,0.00094987
744.964591,31.867728,0.00114354
742.616532,36.278900,0.00133691
740.239054,40.674294,0.00152991
737.828040,45.051393,0.00172248
735.379433,49.407584,0.00191529
732.889233,53.740147,0.00211000
730.353485,58.046217,0.00230500
727.768347,62.322821,0.00248847
725.130300,66.567020,0.00264806
722.436268,70.776001,0.00281076
719.682964,74.946615,0.00307221
716.865183,79.074065,0.00354114
713.974139,83.150472,0.00421456
710.997856,87.164844,0.00492886
707.924196,91.105036,0.00548276
704.744358,94.960274,0.00581230
701.454058,98.722141,0.00601687
698.051945,102.383583,0.00622274
694.537454,105.937434,0.00646216
690.910069,109.375964,0.00669251
687.169835,112.691322,0.00689396
683.317657,115.875764,0.00710865
679.354594,118.921084,0.00740737
675.280640,121.817211,0.00791214
671.093561,124.548974,0.00885735
666.788188,127.090692,0.01040128
662.357666,129.403594,0.01217418
657.798496,131.444599,0.01321418
653.117489,133.186075,0.01276645
648.334287,134.631097,0.01113622
643.475649,135.808956,0.00938230
638.566007,136.755300,0.00824734
633.622174,137.495973,0.00768234
628.654498,138.045547,0.00727551
623.670453,138.414420,0.00680384
618.676639,138.613745,0.00630901
613.678928,138.655282,0.00587669
608.682183,138.549769,0.00550959
603.690295,138.306632,0.00516612
598.706371,137.934662,0.00483364
593.732919,137.442232,0.00454632
588.772083,136.836634,0.00433545
583.825784,136.123644,0.00414775
578.895502,135.308908,0.00382100
573.981555,134.401442,0.00319299
569.082359,133.416846,0.00227617
564.194463,132.376768,0.00130643
559.313637,131.303806,0.00057931
554.436357,130.215207,0.00022841
549.560676,129.119889,0.00016626
544.686047,128.020084,0.00021407
539.812595,126.915104,0.00025247
534.940507,125.804109,0.00025773
530.069837,124.686896,0.00024939
525.200565,123.563609,0.00024208
520.332658,122.434423,0.00023737
515.466093,121.299460,0.00023317
510.600855,120.158829,0.00022876
505.736924,119.012638,0.00022426
500.874280,117.860996,0.00021973
496.012904,116.704016,0.00021509
491.152774,115.541812,0.00021031
486.293867,114.374502,0.00020542
481.436162,113.202204,0.00020049
476.579634,112.025040,0.00019558
471.724258,110.843131,0.00019067
466.870011,109.656595,0.00018578
462.016868,108.465554,0.00018088
457.164803,107.270126,0.00017598
452.313791,106.070432,0.00017107
447.463807,104.866592,0.00016617
442.614824,103.658724,0.00016127
437.766816,102.446949,0.00015637
432.919756,101.231387,0.00015147
428.073618,100.012155,0.00014657
423.228374,98.789375,0.00014167
418.383997,97.563164,0.00013677
413.540460,96.333643,0.00013187
408.697733,95.100930,0.00012697
403.855790,93.865145,0.00012207
399.014601,92.626407,0.00011717
394.174139,91.384835,0.00011226
389.334374,90.140547,0.00010736
384.495277,88.893662,0.00010246
379.656820,87.644301,0.00009756
374.818971,86.392580,0.00009266
369.981704,85.138620,0.00008776
365.144986,83.882538,0.00008285
360.308789,82.624454,0.00007795
355.473082,81.364486,0.00007305
350.637836,80.102753,0.00006815
345.803020,78.839373,0.00006323
340.968603,77.574466,0.00005831
336.134555,76.308150,0.00005343
331.300845,75.040543,0.00004862
326.467443,73.771761,0.00004391
321.634321,72.501919,0.00003927
316.801447,71.231128,0.00003467
311.968794,69.959500,0.00003005
307.136331,68.687145,0.00002543
302.304031,67.414177,0.00002080
297.471863,66.140707,0.00001618
292.639798,64.866845,0.00001155
287.807806,63.592705,0.00000693
282.975858,62.318398,0.00000230
278.143925,61.044035,-0.00000232
273.311978,59.769728,-0.00000695
268.479986,58.495588,-0.00001157
263.647920,57.221729,-0.00001620
258.815752,55.948260,-0.00002082
253.983450,54.675294,-0.00002545
249.150987,53.402943,-0.00003007
244.318333,52.131317,-0.00003470
239.485459,50.860530,-0.00003932
234.652334,49.590693,-0.00004395
229.818932,48.321917,-0.00004857
224.985221,47.054314,-0.00005320
220.151173,45.787996,-0.00005782
215.316760,44.523075,-0.00006245
210.481952,43.259663,-0.00006707
205.646721,41.997871,-0.00007169
200.811038,40.737811,-0.00007632
195.974875,39.479596,-0.00008094
191.138204,38.223337,-0.00008557
186.300996,36.969146,-0.00009019
181.463223,35.717136,-0.00009481
176.624857,34.467417,-0.00009943
171.785871,33.220103,-0.00010406
166.946237,31.975305,-0.00010868
162.105928,30.733136,-0.00011330
157.264916,29.493708,-0.00011793
152.423175,28.257132,-0.00012255
147.580677,27.023522,-0.00012717
142.737396,25.792989,-0.00013179
137.893306,24.565647,-0.00013641
133.048380,23.341606,-0.00014103
128.202593,22.120981,-0.00014566
123.355919,20.903883,-0.00015028
118.508332,19.690425,-0.00015490
113.659807,18.480719,-0.00015952
108.810319,17.274879,-0.00016414
103.959844,16.073017,-0.00016876
99.108357,14.875246,-0.00017338
94.255834,13.681679,-0.00017800
89.402252,12.492428,-0.00018262
84.547586,11.307607,-0.00018724
79.691814,10.127329,-0.00019186
74.834912,8.951707,-0.00019648
69.976858,7.780855,-0.00020110
65.117630,6.614885,-0.00020572
60.257206,5.453911,-0.00021034
55.395564,4.298046,-0.00021497
50.532684,3.147405,-0.00021958
45.668543,2.002100,-0.00022412
40.803123,0.862243,-0.00022870
35.936403,-0.272049,-0.00023394
31.068360,-1.400648,-0.00024007
26.198968,-2.523416,-0.00024362
21.328224,-3.640298,-0.00023680
16.456170,-4.751454,-0.00022040
11.582868,-5.857152,-0.00022677
6.708223,-6.956974,-0.00032083
